
Label=ph(V(V_filt)) vs 2*PI*F
LabelX=2*PI*F
LabelY=ph(V(V_filt))
Data Point Count=1001
F,2*PI*F,2*PI*F,ph(V(V_filt)),ph(V(V_filt))
 3.8972025153696570E+001, 2.4486845583673954E+002, 0.0000000000000000E+000,-1.2622350458690224E+001, 0.0000000000000000E+000
 3.9258080881938604E+001, 2.4666579698546445E+002, 0.0000000000000000E+000,-1.2714877783151847E+001, 0.0000000000000000E+000
 3.9546236267032889E+001, 2.4847633066727354E+002, 0.0000000000000000E+000,-1.2808081579333807E+001, 0.0000000000000000E+000
 3.9836506720518024E+001, 2.5030015371571969E+002, 0.0000000000000000E+000,-1.2901966753237579E+001, 0.0000000000000000E+000
 4.0128907767053718E+001, 2.5213736367511669E+002, 0.0000000000000000E+000,-1.2996538245564844E+001, 0.0000000000000000E+000
 4.0423455045251117E+001, 2.5398805880575634E+002, 0.0000000000000000E+000,-1.3091801031943444E+001, 0.0000000000000000E+000
 4.0720164308509190E+001, 2.5585233808916354E+002, 0.0000000000000000E+000,-1.3187760123154188E+001, 0.0000000000000000E+000
 4.1019051425857285E+001, 2.5773030123339032E+002, 0.0000000000000000E+000,-1.3284420565358840E+001, 0.0000000000000000E+000
 4.1320132382803855E+001, 2.5962204867834862E+002, 0.0000000000000000E+000,-1.3381787440328992E+001, 0.0000000000000000E+000
 4.1623423282191439E+001, 2.6152768160118194E+002, 0.0000000000000000E+000,-1.3479865865675992E+001, 0.0000000000000000E+000
 4.1928940345057860E+001, 2.6344730192167691E+002, 0.0000000000000000E+000,-1.3578660995081933E+001, 0.0000000000000000E+000
 4.2236699911503806E+001, 2.6538101230771406E+002, 0.0000000000000000E+000,-1.3678178018531492E+001, 0.0000000000000000E+000
 4.2546718441566753E+001, 2.6732891618075899E+002, 0.0000000000000000E+000,-1.3778422162544885E+001, 0.0000000000000000E+000
 4.2859012516101309E+001, 2.6929111772139373E+002, 0.0000000000000000E+000,-1.3879398690411742E+001, 0.0000000000000000E+000
 4.3173598837665992E+001, 2.7126772187488865E+002, 0.0000000000000000E+000,-1.3981112902425927E+001, 0.0000000000000000E+000
 4.3490494231416562E+001, 2.7325883435681510E+002, 0.0000000000000000E+000,-1.4083570136121411E+001, 0.0000000000000000E+000
 4.3809715646005884E+001, 2.7526456165869979E+002, 0.0000000000000000E+000,-1.4186775766508941E+001, 0.0000000000000000E+000
 4.4131280154490398E+001, 2.7728501105372015E+002, 0.0000000000000000E+000,-1.4290735206313780E+001, 0.0000000000000000E+000
